"Fecha";"Estacion";"Ano";"Mes";"Dia";"X1";"X10";"X14";"X81";"X82";"X83";"X86";"X87";"X88";"X89"
"2021-01-01";4;2021;1;1;5;NA;NA;NA;NA;"4,1";NA;NA;NA;NA
"2021-01-02";4;2021;1;2;5;NA;NA;NA;NA;"2,4";NA;NA;NA;NA
"2021-01-03";4;2021;1;3;5;NA;NA;NA;NA;"2,2";NA;NA;NA;NA
"2021-01-04";4;2021;1;4;5;NA;NA;NA;NA;"3";NA;NA;NA;NA
"2021-01-05";4;2021;1;5;6;NA;NA;NA;NA;"0,3";NA;NA;NA;NA
"2021-01-06";4;2021;1;6;5;NA;NA;NA;NA;"0,4";NA;NA;NA;NA
"2021-01-07";4;2021;1;7;4;NA;NA;NA;NA;"1,3";NA;NA;NA;NA
"2021-01-08";4;2021;1;8;3;NA;NA;NA;NA;"0,3";NA;NA;NA;NA
"2021-01-09";4;2021;1;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-01-10";4;2021;1;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-01-11";4;2021;1;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-01-12";4;2021;1;12;4;NA;NA;NA;NA;"-4,6";NA;NA;NA;NA
"2021-01-13";4;2021;1;13;5;NA;NA;NA;NA;"-3,2";NA;NA;NA;NA
"2021-01-14";4;2021;1;14;8;NA;NA;NA;NA;"-1,6";NA;NA;NA;NA
"2021-01-15";4;2021;1;15;8;NA;NA;NA;NA;"-0,3";NA;NA;NA;NA
"2021-01-16";4;2021;1;16;9;NA;NA;NA;NA;"0,4";NA;NA;NA;NA
"2021-01-17";4;2021;1;17;8;NA;NA;NA;NA;"0";NA;NA;NA;NA
"2021-01-18";4;2021;1;18;9;NA;NA;NA;NA;"1,7";NA;NA;NA;NA
"2021-01-19";4;2021;1;19;9;NA;NA;NA;NA;"1,4";NA;NA;NA;NA
"2021-01-20";4;2021;1;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-01-21";4;2021;1;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-01-22";4;2021;1;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-01-23";4;2021;1;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-01-24";4;2021;1;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-01-25";4;2021;1;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-01-26";4;2021;1;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-01-27";4;2021;1;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-01-28";4;2021;1;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-01-29";4;2021;1;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-01-30";4;2021;1;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-01-31";4;2021;1;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-02-01";4;2021;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-02-02";4;2021;2;2;11;NA;NA;NA;NA;"10,4";NA;NA;NA;NA
"2021-02-03";4;2021;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-02-04";4;2021;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-02-05";4;2021;2;5;10;NA;NA;NA;NA;"12,3";NA;NA;NA;NA
"2021-02-06";4;2021;2;6;11;NA;NA;NA;NA;"9,3";NA;NA;NA;NA
"2021-02-07";4;2021;2;7;9;NA;NA;NA;NA;"7,7";NA;NA;NA;NA
"2021-02-08";4;2021;2;8;7;NA;NA;NA;NA;"7,6";NA;NA;NA;NA
"2021-02-09";4;2021;2;9;7;NA;NA;NA;NA;"7,3";NA;NA;NA;NA
"2021-02-10";4;2021;2;10;8;NA;NA;NA;NA;"9,5";NA;NA;NA;NA
"2021-02-11";4;2021;2;11;11;NA;NA;NA;NA;"10,4";NA;NA;NA;NA
"2021-02-12";4;2021;2;12;11;NA;NA;NA;NA;"11,3";NA;NA;NA;NA
"2021-02-13";4;2021;2;13;9;NA;NA;NA;NA;"10,7";NA;NA;NA;NA
"2021-02-14";4;2021;2;14;8;NA;NA;NA;NA;"9";NA;NA;NA;NA
"2021-02-15";4;2021;2;15;9;NA;NA;NA;NA;"10,6";NA;NA;NA;NA
"2021-02-16";4;2021;2;16;10;NA;NA;NA;NA;"9,2";NA;NA;NA;NA
"2021-02-17";4;2021;2;17;11;NA;NA;NA;NA;"10,4";NA;NA;NA;NA
"2021-02-18";4;2021;2;18;10;NA;NA;NA;NA;"9,5";NA;NA;NA;NA
"2021-02-19";4;2021;2;19;11;NA;NA;NA;NA;"10,1";NA;NA;NA;NA
"2021-02-20";4;2021;2;20;9;NA;NA;NA;NA;"11,1";NA;NA;NA;NA
"2021-02-21";4;2021;2;21;9;NA;NA;NA;NA;"9,7";NA;NA;NA;NA
"2021-02-22";4;2021;2;22;9;NA;NA;NA;NA;"8,3";NA;NA;NA;NA
"2021-02-23";4;2021;2;23;8;NA;NA;NA;NA;"7,7";NA;NA;NA;NA
"2021-02-24";4;2021;2;24;9;NA;NA;NA;NA;"8,8";NA;NA;NA;NA
"2021-02-25";4;2021;2;25;10;NA;NA;NA;NA;"10,9";NA;NA;NA;NA
"2021-02-26";4;2021;2;26;10;NA;NA;NA;NA;"11,3";NA;NA;NA;NA
"2021-02-27";4;2021;2;27;9;NA;NA;NA;NA;"11,9";NA;NA;NA;NA
"2021-02-28";4;2021;2;28;9;NA;NA;NA;NA;"9,7";NA;NA;NA;NA
"2021-03-01";4;2021;3;1;10;NA;NA;NA;NA;"9,3";NA;NA;NA;NA
"2021-03-02";4;2021;3;2;10;NA;NA;NA;NA;"11,5";NA;NA;NA;NA
"2021-03-03";4;2021;3;3;12;NA;NA;NA;NA;"11,3";NA;NA;NA;NA
"2021-03-04";4;2021;3;4;10;NA;NA;NA;NA;"8,9";NA;NA;NA;NA
"2021-03-05";4;2021;3;5;10;NA;NA;NA;NA;"10,5";NA;NA;NA;NA
"2021-03-06";4;2021;3;6;10;NA;NA;NA;NA;"12,2";NA;NA;NA;NA
"2021-03-07";4;2021;3;7;10;NA;NA;NA;NA;"10,5";NA;NA;NA;NA
"2021-03-08";4;2021;3;8;10;NA;NA;NA;NA;"7,8";NA;NA;NA;NA
"2021-03-09";4;2021;3;9;8;NA;NA;NA;NA;"9,2";NA;NA;NA;NA
"2021-03-10";4;2021;3;10;8;NA;NA;NA;NA;"8";NA;NA;NA;NA
"2021-03-11";4;2021;3;11;10;NA;NA;NA;NA;"11,2";NA;NA;NA;NA
"2021-03-12";4;2021;3;12;10;NA;NA;NA;NA;"11,2";NA;NA;NA;NA
"2021-03-13";4;2021;3;13;8;NA;NA;NA;NA;"8,4";NA;NA;NA;NA
"2021-03-14";4;2021;3;14;8;NA;NA;NA;NA;"10,1";NA;NA;NA;NA
"2021-03-15";4;2021;3;15;9;NA;NA;NA;NA;"11,5";NA;NA;NA;NA
"2021-03-16";4;2021;3;16;9;NA;NA;NA;NA;"12,4";NA;NA;NA;NA
"2021-03-17";4;2021;3;17;9;NA;NA;NA;NA;"13,2";NA;NA;NA;NA
"2021-03-18";4;2021;3;18;10;NA;NA;NA;NA;"9,5";NA;NA;NA;NA
"2021-03-19";4;2021;3;19;8;NA;NA;NA;NA;"7,6";NA;NA;NA;NA
"2021-03-20";4;2021;3;20;7;NA;NA;NA;NA;"7,6";NA;NA;NA;NA
"2021-03-21";4;2021;3;21;7;NA;NA;NA;NA;"8,3";NA;NA;NA;NA
"2021-03-22";4;2021;3;22;10;NA;NA;NA;NA;"9,2";NA;NA;NA;NA
"2021-03-23";4;2021;3;23;9;NA;NA;NA;NA;"10,5";NA;NA;NA;NA
"2021-03-24";4;2021;3;24;10;NA;NA;NA;NA;"12";NA;NA;NA;NA
"2021-03-25";4;2021;3;25;10;NA;NA;NA;NA;"12,6";NA;NA;NA;NA
"2021-03-26";4;2021;3;26;10;NA;NA;NA;NA;"12,6";NA;NA;NA;NA
"2021-03-27";4;2021;3;27;9;NA;NA;NA;NA;"12,2";NA;NA;NA;NA
"2021-03-28";4;2021;3;28;9;NA;NA;NA;NA;"13,7";NA;NA;NA;NA
"2021-03-29";4;2021;3;29;10;NA;NA;NA;NA;"15,2";NA;NA;NA;NA
"2021-03-30";4;2021;3;30;10;NA;NA;NA;NA;"16,8";NA;NA;NA;NA
"2021-03-31";4;2021;3;31;10;NA;NA;NA;NA;"16";NA;NA;NA;NA
"2021-04-01";4;2021;4;1;9;NA;NA;NA;NA;"17,5";NA;NA;NA;NA
"2021-04-02";4;2021;4;2;10;NA;NA;NA;NA;"13,7";NA;NA;NA;NA
"2021-04-03";4;2021;4;3;10;NA;NA;NA;NA;"13";NA;NA;NA;NA
"2021-04-04";4;2021;4;4;9;NA;NA;NA;NA;"13,7";NA;NA;NA;NA
"2021-04-05";4;2021;4;5;9;NA;NA;NA;NA;"14,8";NA;NA;NA;NA
"2021-04-06";4;2021;4;6;10;NA;NA;NA;NA;"14,6";NA;NA;NA;NA
"2021-04-07";4;2021;4;7;9;NA;NA;NA;NA;"13,5";NA;NA;NA;NA
"2021-04-08";4;2021;4;8;10;NA;NA;NA;NA;"13";NA;NA;NA;NA
"2021-04-09";4;2021;4;9;11;NA;NA;NA;NA;"11,1";NA;NA;NA;NA
"2021-04-10";4;2021;4;10;NA;NA;NA;NA;NA;"12,9";NA;NA;NA;NA
"2021-04-11";4;2021;4;11;11;NA;NA;NA;NA;"12,1";NA;NA;NA;NA
"2021-04-12";4;2021;4;12;9;NA;NA;NA;NA;"10,7";NA;NA;NA;NA
"2021-04-13";4;2021;4;13;11;NA;NA;NA;NA;"11,6";NA;NA;NA;NA
"2021-04-14";4;2021;4;14;NA;NA;NA;NA;NA;"14,9";NA;NA;NA;NA
"2021-04-15";4;2021;4;15;11;NA;NA;NA;NA;"13,6";NA;NA;NA;NA
"2021-04-16";4;2021;4;16;11;NA;NA;NA;NA;"12,8";NA;NA;NA;NA
"2021-04-17";4;2021;4;17;8;NA;NA;NA;NA;"10,4";NA;NA;NA;NA
"2021-04-18";4;2021;4;18;9;NA;NA;NA;NA;"11,7";NA;NA;NA;NA
"2021-04-19";4;2021;4;19;10;NA;NA;NA;NA;"13,3";NA;NA;NA;NA
"2021-04-20";4;2021;4;20;11;NA;NA;NA;NA;"14,3";NA;NA;NA;NA
"2021-04-21";4;2021;4;21;11;NA;NA;NA;NA;"13,4";NA;NA;NA;NA
"2021-04-22";4;2021;4;22;11;NA;NA;NA;NA;"12,6";NA;NA;NA;NA
"2021-04-23";4;2021;4;23;11;NA;NA;NA;NA;"13,7";NA;NA;NA;NA
"2021-04-24";4;2021;4;24;11;NA;NA;NA;NA;"12,9";NA;NA;NA;NA
"2021-04-25";4;2021;4;25;11;NA;NA;NA;NA;"11,4";NA;NA;NA;NA
"2021-04-26";4;2021;4;26;11;NA;NA;NA;NA;"14";NA;NA;NA;NA
"2021-04-27";4;2021;4;27;12;NA;NA;NA;NA;"14";NA;NA;NA;NA
"2021-04-28";4;2021;4;28;12;NA;NA;NA;NA;"13,9";NA;NA;NA;NA
"2021-04-29";4;2021;4;29;11;NA;NA;NA;NA;"13,5";NA;NA;NA;NA
"2021-04-30";4;2021;4;30;11;NA;NA;NA;NA;"11,9";NA;NA;NA;NA
"2021-05-01";4;2021;5;1;11;NA;NA;NA;NA;"12,1";NA;NA;NA;NA
"2021-05-02";4;2021;5;2;11;NA;NA;NA;NA;"13,5";NA;NA;NA;NA
"2021-05-03";4;2021;5;3;11;NA;NA;NA;NA;"13,7";NA;NA;NA;NA
"2021-05-04";4;2021;5;4;10;NA;NA;NA;NA;"15,1";NA;NA;NA;NA
"2021-05-05";4;2021;5;5;10;NA;NA;NA;NA;"17,4";NA;NA;NA;NA
"2021-05-06";4;2021;5;6;11;NA;NA;NA;NA;"18,3";NA;NA;NA;NA
"2021-05-07";4;2021;5;7;10;NA;NA;NA;NA;"21";NA;NA;NA;NA
"2021-05-08";4;2021;5;8;10;NA;NA;NA;NA;"20,5";NA;NA;NA;NA
"2021-05-09";4;2021;5;9;10;NA;NA;NA;NA;"16,7";NA;NA;NA;NA
"2021-05-10";4;2021;5;10;11;NA;NA;NA;NA;"11,7";NA;NA;NA;NA
"2021-05-11";4;2021;5;11;10;NA;NA;NA;NA;"11,9";NA;NA;NA;NA
"2021-05-12";4;2021;5;12;11;NA;NA;NA;NA;"14,3";NA;NA;NA;NA
"2021-05-13";4;2021;5;13;11;NA;NA;NA;NA;"14,7";NA;NA;NA;NA
"2021-05-14";4;2021;5;14;10;NA;NA;NA;NA;"16,9";NA;NA;NA;NA
"2021-05-15";4;2021;5;15;10;NA;NA;NA;NA;"19,3";NA;NA;NA;NA
"2021-05-16";4;2021;5;16;9;NA;NA;NA;NA;"20";NA;NA;NA;NA
"2021-05-17";4;2021;5;17;9;NA;NA;NA;NA;"19,8";NA;NA;NA;NA
"2021-05-18";4;2021;5;18;9;NA;NA;NA;NA;"20";NA;NA;NA;NA
"2021-05-19";4;2021;5;19;9;NA;NA;NA;NA;"19,8";NA;NA;NA;NA
"2021-05-20";4;2021;5;20;9;NA;NA;NA;NA;"20,6";NA;NA;NA;NA
"2021-05-21";4;2021;5;21;9;NA;NA;NA;NA;"21,7";NA;NA;NA;NA
"2021-05-22";4;2021;5;22;10;NA;NA;NA;NA;"17,7";NA;NA;NA;NA
"2021-05-23";4;2021;5;23;10;NA;NA;NA;NA;"15,4";NA;NA;NA;NA
"2021-05-24";4;2021;5;24;11;NA;NA;NA;NA;"16,4";NA;NA;NA;NA
"2021-05-25";4;2021;5;25;10;NA;NA;NA;NA;"19,3";NA;NA;NA;NA
"2021-05-26";4;2021;5;26;9;NA;NA;NA;NA;"20,6";NA;NA;NA;NA
"2021-05-27";4;2021;5;27;10;NA;NA;NA;NA;"22,1";NA;NA;NA;NA
"2021-05-28";4;2021;5;28;9;NA;NA;NA;NA;"21,4";NA;NA;NA;NA
"2021-05-29";4;2021;5;29;9;NA;NA;NA;NA;"23,3";NA;NA;NA;NA
"2021-05-30";4;2021;5;30;9;NA;NA;NA;NA;"24,8";NA;NA;NA;NA
"2021-05-31";4;2021;5;31;9;NA;NA;NA;NA;"24,1";NA;NA;NA;NA
"2021-06-01";4;2021;6;1;10;NA;NA;NA;NA;"20,4";NA;NA;NA;NA
"2021-06-02";4;2021;6;2;10;NA;NA;NA;NA;"20";NA;NA;NA;NA
"2021-06-03";4;2021;6;3;10;NA;NA;NA;NA;"22,8";NA;NA;NA;NA
"2021-06-04";4;2021;6;4;10;NA;NA;NA;NA;"22,9";NA;NA;NA;NA
"2021-06-05";4;2021;6;5;11;NA;NA;NA;NA;"18,9";NA;NA;NA;NA
"2021-06-06";4;2021;6;6;10;NA;NA;NA;NA;"20,9";NA;NA;NA;NA
"2021-06-07";4;2021;6;7;10;NA;NA;NA;NA;"24,5";NA;NA;NA;NA
"2021-06-08";4;2021;6;8;9;NA;NA;NA;NA;"26,2";NA;NA;NA;NA
"2021-06-09";4;2021;6;9;9;NA;NA;NA;NA;"26,4";NA;NA;NA;NA
"2021-06-10";4;2021;6;10;9;NA;NA;NA;NA;"27,6";NA;NA;NA;NA
"2021-06-11";4;2021;6;11;9;NA;NA;NA;NA;"26,1";NA;NA;NA;NA
"2021-06-12";4;2021;6;12;9;NA;NA;NA;NA;"24,3";NA;NA;NA;NA
"2021-06-13";4;2021;6;13;9;NA;NA;NA;NA;"25,7";NA;NA;NA;NA
"2021-06-14";4;2021;6;14;9;NA;NA;NA;NA;"27,7";NA;NA;NA;NA
"2021-06-15";4;2021;6;15;9;NA;NA;NA;NA;"27,4";NA;NA;NA;NA
"2021-06-16";4;2021;6;16;10;NA;NA;NA;NA;"25,4";NA;NA;NA;NA
"2021-06-17";4;2021;6;17;11;NA;NA;NA;NA;"18,4";NA;NA;NA;NA
"2021-06-18";4;2021;6;18;11;NA;NA;NA;NA;"19,4";NA;NA;NA;NA
"2021-06-19";4;2021;6;19;10;NA;NA;NA;NA;"18,9";NA;NA;NA;NA
"2021-06-20";4;2021;6;20;11;NA;NA;NA;NA;"17,2";NA;NA;NA;NA
"2021-06-21";4;2021;6;21;11;NA;NA;NA;NA;"17,5";NA;NA;NA;NA
"2021-06-22";4;2021;6;22;11;NA;NA;NA;NA;"17,5";NA;NA;NA;NA
"2021-06-23";4;2021;6;23;11;NA;NA;NA;NA;"19,3";NA;NA;NA;NA
"2021-06-24";4;2021;6;24;10;NA;NA;NA;NA;"21,3";NA;NA;NA;NA
"2021-06-25";4;2021;6;25;10;NA;NA;NA;NA;"24,3";NA;NA;NA;NA
"2021-06-26";4;2021;6;26;9;NA;NA;NA;NA;"25,2";NA;NA;NA;NA
"2021-06-27";4;2021;6;27;9;NA;NA;NA;NA;"24";NA;NA;NA;NA
"2021-06-28";4;2021;6;28;9;NA;NA;NA;NA;"21,4";NA;NA;NA;NA
"2021-06-29";4;2021;6;29;9;NA;NA;NA;NA;"23";NA;NA;NA;NA
"2021-06-30";4;2021;6;30;10;NA;NA;NA;NA;"25,4";NA;NA;NA;NA
"2021-07-01";4;2021;7;1;10;NA;NA;NA;NA;"26";NA;NA;NA;NA
"2021-07-02";4;2021;7;2;9;NA;NA;NA;NA;"26,3";NA;NA;NA;NA
"2021-07-03";4;2021;7;3;8;NA;NA;NA;NA;"26,2";NA;NA;NA;NA
"2021-07-04";4;2021;7;4;8;NA;NA;NA;NA;"25,5";NA;NA;NA;NA
"2021-07-05";4;2021;7;5;8;NA;NA;NA;NA;"26,4";NA;NA;NA;NA
"2021-07-06";4;2021;7;6;10;NA;NA;NA;NA;"20,5";NA;NA;NA;NA
"2021-07-07";4;2021;7;7;10;NA;NA;NA;NA;"19,5";NA;NA;NA;NA
"2021-07-08";4;2021;7;8;10;NA;NA;NA;NA;"22";NA;NA;NA;NA
"2021-07-09";4;2021;7;9;9;NA;NA;NA;NA;"25,9";NA;NA;NA;NA
"2021-07-10";4;2021;7;10;9;NA;NA;NA;NA;"28,4";NA;NA;NA;NA
"2021-07-11";4;2021;7;11;9;NA;NA;NA;NA;"29,8";NA;NA;NA;NA
"2021-07-12";4;2021;7;12;NA;NA;NA;NA;NA;"23,2";NA;NA;NA;NA
"2021-07-13";4;2021;7;13;8;NA;NA;NA;NA;"20,9";NA;NA;NA;NA
"2021-07-14";4;2021;7;14;8;NA;NA;NA;NA;"22,4";NA;NA;NA;NA
"2021-07-15";4;2021;7;15;7;NA;NA;NA;NA;"24,4";NA;NA;NA;NA
"2021-07-16";4;2021;7;16;7;NA;NA;NA;NA;"27,8";NA;NA;NA;NA
"2021-07-17";4;2021;7;17;7;NA;NA;NA;NA;"29,8";NA;NA;NA;NA
"2021-07-18";4;2021;7;18;7;NA;NA;NA;NA;"30";NA;NA;NA;NA
"2021-07-19";4;2021;7;19;7;NA;NA;NA;NA;"28,2";NA;NA;NA;NA
"2021-07-20";4;2021;7;20;7;NA;NA;NA;NA;"28,1";NA;NA;NA;NA
"2021-07-21";4;2021;7;21;7;NA;NA;NA;NA;"28,3";NA;NA;NA;NA
"2021-07-22";4;2021;7;22;8;NA;NA;NA;NA;"29,5";NA;NA;NA;NA
"2021-07-23";4;2021;7;23;8;NA;NA;NA;NA;"26,7";NA;NA;NA;NA
"2021-07-24";4;2021;7;24;7;NA;NA;NA;NA;"24,9";NA;NA;NA;NA
"2021-07-25";4;2021;7;25;7;NA;NA;NA;NA;"24,5";NA;NA;NA;NA
"2021-07-26";4;2021;7;26;NA;NA;NA;NA;NA;"23,1";NA;NA;NA;NA
"2021-07-27";4;2021;7;27;7;NA;NA;NA;NA;"26,3";NA;NA;NA;NA
"2021-07-28";4;2021;7;28;7;NA;NA;NA;NA;"27,9";NA;NA;NA;NA
"2021-07-29";4;2021;7;29;7;NA;NA;NA;NA;"28,8";NA;NA;NA;NA
"2021-07-30";4;2021;7;30;7;NA;NA;NA;NA;"28";NA;NA;NA;NA
"2021-07-31";4;2021;7;31;8;NA;NA;NA;NA;"22,9";NA;NA;NA;NA
"2021-08-01";4;2021;8;1;8;NA;NA;NA;NA;"20,6";NA;NA;NA;NA
"2021-08-02";4;2021;8;2;8;NA;NA;NA;NA;"23,3";NA;NA;NA;NA
"2021-08-03";4;2021;8;3;7;NA;NA;NA;NA;"24,6";NA;NA;NA;NA
"2021-08-04";4;2021;8;4;7;NA;NA;NA;NA;"26,2";NA;NA;NA;NA
"2021-08-05";4;2021;8;5;7;NA;NA;NA;NA;"25,7";NA;NA;NA;NA
"2021-08-06";4;2021;8;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-08-07";4;2021;8;7;8;NA;NA;NA;NA;"24";NA;NA;NA;NA
"2021-08-08";4;2021;8;8;8;NA;NA;NA;NA;"23,7";NA;NA;NA;NA
"2021-08-09";4;2021;8;9;8;NA;NA;NA;NA;"27,1";NA;NA;NA;NA
"2021-08-10";4;2021;8;10;8;NA;NA;NA;NA;"29,1";NA;NA;NA;NA
"2021-08-11";4;2021;8;11;8;NA;NA;NA;NA;"30,4";NA;NA;NA;NA
"2021-08-12";4;2021;8;12;8;NA;NA;NA;NA;"30,9";NA;NA;NA;NA
"2021-08-13";4;2021;8;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-08-14";4;2021;8;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-08-15";4;2021;8;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-08-16";4;2021;8;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-08-17";4;2021;8;17;8;NA;NA;NA;NA;"25,8";NA;NA;NA;NA
"2021-08-18";4;2021;8;18;8;NA;NA;NA;NA;"26,7";NA;NA;NA;NA
"2021-08-19";4;2021;8;19;8;NA;NA;NA;NA;"26,8";NA;NA;NA;NA
"2021-08-20";4;2021;8;20;8;NA;NA;NA;NA;"27,3";NA;NA;NA;NA
"2021-08-21";4;2021;8;21;8;NA;NA;NA;NA;"26,5";NA;NA;NA;NA
"2021-08-22";4;2021;8;22;8;NA;NA;NA;NA;"27,1";NA;NA;NA;NA
"2021-08-23";4;2021;8;23;8;NA;NA;NA;NA;"29,9";NA;NA;NA;NA
"2021-08-24";4;2021;8;24;8;NA;NA;NA;NA;"26,8";NA;NA;NA;NA
"2021-08-25";4;2021;8;25;9;NA;NA;NA;NA;"25,3";NA;NA;NA;NA
"2021-08-26";4;2021;8;26;9;NA;NA;NA;NA;"26,1";NA;NA;NA;NA
"2021-08-27";4;2021;8;27;8;NA;NA;NA;NA;"27";NA;NA;NA;NA
"2021-08-28";4;2021;8;28;9;NA;NA;NA;NA;"26,2";NA;NA;NA;NA
"2021-08-29";4;2021;8;29;9;NA;NA;NA;NA;"25";NA;NA;NA;NA
"2021-08-30";4;2021;8;30;9;NA;NA;NA;NA;"25,1";NA;NA;NA;NA
"2021-08-31";4;2021;8;31;9;NA;NA;NA;NA;"25,2";NA;NA;NA;NA
"2021-09-01";4;2021;9;1;10;NA;NA;NA;NA;"20,2";NA;NA;NA;NA
"2021-09-02";4;2021;9;2;11;NA;NA;NA;NA;"19,5";NA;NA;NA;NA
"2021-09-03";4;2021;9;3;10;NA;NA;NA;NA;"21,6";NA;NA;NA;NA
"2021-09-04";4;2021;9;4;10;NA;NA;NA;NA;"23";NA;NA;NA;NA
"2021-09-05";4;2021;9;5;10;NA;NA;NA;NA;"24,5";NA;NA;NA;NA
"2021-09-06";4;2021;9;6;10;NA;NA;NA;NA;"26,2";NA;NA;NA;NA
"2021-09-07";4;2021;9;7;9;NA;NA;NA;NA;"26,6";NA;NA;NA;NA
"2021-09-08";4;2021;9;8;10;NA;NA;NA;NA;"22,9";NA;NA;NA;NA
"2021-09-09";4;2021;9;9;10;NA;NA;NA;NA;"22,3";NA;NA;NA;NA
"2021-09-10";4;2021;9;10;10;NA;NA;NA;NA;"22,8";NA;NA;NA;NA
"2021-09-11";4;2021;9;11;10;NA;NA;NA;NA;"21,3";NA;NA;NA;NA
"2021-09-12";4;2021;9;12;10;NA;NA;NA;NA;"22,7";NA;NA;NA;NA
"2021-09-13";4;2021;9;13;11;NA;NA;NA;NA;"21";NA;NA;NA;NA
"2021-09-14";4;2021;9;14;12;NA;NA;NA;NA;"18,5";NA;NA;NA;NA
"2021-09-15";4;2021;9;15;11;NA;NA;NA;NA;"19";NA;NA;NA;NA
"2021-09-16";4;2021;9;16;11;NA;NA;NA;NA;"20,6";NA;NA;NA;NA
"2021-09-17";4;2021;9;17;11;NA;NA;NA;NA;"20,6";NA;NA;NA;NA
"2021-09-18";4;2021;9;18;10;NA;NA;NA;NA;"20,2";NA;NA;NA;NA
"2021-09-19";4;2021;9;19;10;NA;NA;NA;NA;"17,8";NA;NA;NA;NA
"2021-09-20";4;2021;9;20;10;NA;NA;NA;NA;"17,8";NA;NA;NA;NA
"2021-09-21";4;2021;9;21;10;NA;NA;NA;NA;"16,2";NA;NA;NA;NA
"2021-09-22";4;2021;9;22;10;NA;NA;NA;NA;"17,1";NA;NA;NA;NA
"2021-09-23";4;2021;9;23;10;NA;NA;NA;NA;"19,5";NA;NA;NA;NA
"2021-09-24";4;2021;9;24;10;NA;NA;NA;NA;"19,2";NA;NA;NA;NA
"2021-09-25";4;2021;9;25;10;NA;NA;NA;NA;"18,1";NA;NA;NA;NA
"2021-09-26";4;2021;9;26;10;NA;NA;NA;NA;"18,4";NA;NA;NA;NA
"2021-09-27";4;2021;9;27;11;NA;NA;NA;NA;"18,7";NA;NA;NA;NA
"2021-09-28";4;2021;9;28;11;NA;NA;NA;NA;"18,5";NA;NA;NA;NA
"2021-09-29";4;2021;9;29;11;NA;NA;NA;NA;"19,2";NA;NA;NA;NA
"2021-09-30";4;2021;9;30;10;NA;NA;NA;NA;"19,6";NA;NA;NA;NA
"2021-10-01";4;2021;10;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-10-02";4;2021;10;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-10-03";4;2021;10;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-10-04";4;2021;10;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-10-05";4;2021;10;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-10-06";4;2021;10;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-10-07";4;2021;10;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-10-08";4;2021;10;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-10-09";4;2021;10;9;NA;NA;NA;NA;NA;"17,9";NA;NA;NA;NA
"2021-10-10";4;2021;10;10;NA;NA;NA;NA;NA;"17,7";NA;NA;NA;NA
"2021-10-11";4;2021;10;11;NA;NA;NA;NA;NA;"17,7";NA;NA;NA;NA
"2021-10-12";4;2021;10;12;NA;NA;NA;NA;NA;"17";NA;NA;NA;NA
"2021-10-13";4;2021;10;13;NA;NA;NA;NA;NA;"16,8";NA;NA;NA;NA
"2021-10-14";4;2021;10;14;NA;NA;NA;NA;NA;"15,3";NA;NA;NA;NA
"2021-10-15";4;2021;10;15;NA;NA;NA;NA;NA;"16,1";NA;NA;NA;NA
"2021-10-16";4;2021;10;16;NA;NA;NA;NA;NA;"15,2";NA;NA;NA;NA
"2021-10-17";4;2021;10;17;NA;NA;NA;NA;NA;"17,9";NA;NA;NA;NA
"2021-10-18";4;2021;10;18;NA;NA;NA;NA;NA;"17,5";NA;NA;NA;NA
